date,1/1/21,1/1/22,1/1/23,1/10/21,1/10/22,1/10/23,1/11/21,1/11/22,1/11/23,1/12/21,1/12/22,1/12/23,1/13/21,1/13/22,1/13/23,1/14/21,1/14/22,1/14/23,1/15/21,1/15/22,1/15/23,1/16/21,1/16/22,1/16/23,1/17/21,1/17/22,1/17/23,1/18/21,1/18/22,1/18/23,1/19/21,1/19/22,1/19/23,1/2/21,1/2/22,1/2/23,1/20/21,1/20/22,1/20/23,1/21/21,1/21/22,1/21/23,1/22/20,1/22/21,1/22/22,1/22/23,1/23/20,1/23/21,1/23/22,1/23/23,1/24/20,1/24/21,1/24/22,1/24/23,1/25/20,1/25/21,1/25/22,1/25/23,1/26/20,1/26/21,1/26/22,1/26/23,1/27/20,1/27/21,1/27/22,1/27/23,1/28/20,1/28/21,1/28/22,1/28/23,1/29/20,1/29/21,1/29/22,1/29/23,1/3/21,1/3/22,1/3/23,1/30/20,1/30/21,1/30/22,1/30/23,1/31/20,1/31/21,1/31/22,1/31/23,1/4/21,1/4/22,1/4/23,1/5/21,1/5/22,1/5/23,1/6/21,1/6/22,1/6/23,1/7/21,1/7/22,1/7/23,1/8/21,1/8/22,1/8/23,1/9/21,1/9/22,1/9/23,10/1/20,10/1/21,10/1/22,10/10/20,10/10/21,10/10/22,10/11/20,10/11/21,10/11/22,10/12/20,10/12/21,10/12/22,10/13/20,10/13/21,10/13/22,10/14/20,10/14/21,10/14/22,10/15/20,10/15/21,10/15/22,10/16/20,10/16/21,10/16/22,10/17/20,10/17/21,10/17/22,10/18/20,10/18/21,10/18/22,10/19/20,10/19/21,10/19/22,10/2/20,10/2/21,10/2/22,10/20/20,10/20/21,10/20/22,10/21/20,10/21/21,10/21/22,10/22/20,10/22/21,10/22/22,10/23/20,10/23/21,10/23/22,10/24/20,10/24/21,10/24/22,10/25/20,10/25/21,10/25/22,10/26/20,10/26/21,10/26/22,10/27/20,10/27/21,10/27/22,10/28/20,10/28/21,10/28/22,10/29/20,10/29/21,10/29/22,10/3/20,10/3/21,10/3/22,10/30/20,10/30/21,10/30/22,10/31/20,10/31/21,10/31/22,10/4/20,10/4/21,10/4/22,10/5/20,10/5/21,10/5/22,10/6/20,10/6/21,10/6/22,10/7/20,10/7/21,10/7/22,10/8/20,10/8/21,10/8/22,10/9/20,10/9/21,10/9/22,11/1/20,11/1/21,11/1/22,11/10/20,11/10/21,11/10/22,11/11/20,11/11/21,11/11/22,11/12/20,11/12/21,11/12/22,11/13/20,11/13/21,11/13/22,11/14/20,11/14/21,11/14/22,11/15/20,11/15/21,11/15/22,11/16/20,11/16/21,11/16/22,11/17/20,11/17/21,11/17/22,11/18/20,11/18/21,11/18/22,11/19/20,11/19/21,11/19/22,11/2/20,11/2/21,11/2/22,11/20/20,11/20/21,11/20/22,11/21/20,11/21/21,11/21/22,11/22/20,11/22/21,11/22/22,11/23/20,11/23/21,11/23/22,11/24/20,11/24/21,11/24/22,11/25/20,11/25/21,11/25/22,11/26/20,11/26/21,11/26/22,11/27/20,11/27/21,11/27/22,11/28/20,11/28/21,11/28/22,11/29/20,11/29/21,11/29/22,11/3/20,11/3/21,11/3/22,11/30/20,11/30/21,11/30/22,11/4/20,11/4/21,11/4/22,11/5/20,11/5/21,11/5/22,11/6/20,11/6/21,11/6/22,11/7/20,11/7/21,11/7/22,11/8/20,11/8/21,11/8/22,11/9/20,11/9/21,11/9/22,12/1/20,12/1/21,12/1/22,12/10/20,12/10/21,12/10/22,12/11/20,12/11/21,12/11/22,12/12/20,12/12/21,12/12/22,12/13/20,12/13/21,12/13/22,12/14/20,12/14/21,12/14/22,12/15/20,12/15/21,12/15/22,12/16/20,12/16/21,12/16/22,12/17/20,12/17/21,12/17/22,12/18/20,12/18/21,12/18/22,12/19/20,12/19/21,12/19/22,12/2/20,12/2/21,12/2/22,12/20/20,12/20/21,12/20/22,12/21/20,12/21/21,12/21/22,12/22/20,12/22/21,12/22/22,12/23/20,12/23/21,12/23/22,12/24/20,12/24/21,12/24/22,12/25/20,12/25/21,12/25/22,12/26/20,12/26/21,12/26/22,12/27/20,12/27/21,12/27/22,12/28/20,12/28/21,12/28/22,12/29/20,12/29/21,12/29/22,12/3/20,12/3/21,12/3/22,12/30/20,12/30/21,12/30/22,12/31/20,12/31/21,12/31/22,12/4/20,12/4/21,12/4/22,12/5/20,12/5/21,12/5/22,12/6/20,12/6/21,12/6/22,12/7/20,12/7/21,12/7/22,12/8/20,12/8/21,12/8/22,12/9/20,12/9/21,12/9/22,2/1/20,2/1/21,2/1/22,2/1/23,2/10/20,2/10/21,2/10/22,2/10/23,2/11/20,2/11/21,2/11/22,2/11/23,2/12/20,2/12/21,2/12/22,2/12/23,2/13/20,2/13/21,2/13/22,2/13/23,2/14/20,2/14/21,2/14/22,2/14/23,2/15/20,2/15/21,2/15/22,2/15/23,2/16/20,2/16/21,2/16/22,2/16/23,2/17/20,2/17/21,2/17/22,2/17/23,2/18/20,2/18/21,2/18/22,2/18/23,2/19/20,2/19/21,2/19/22,2/19/23,2/2/20,2/2/21,2/2/22,2/2/23,2/20/20,2/20/21,2/20/22,2/20/23,2/21/20,2/21/21,2/21/22,2/21/23,2/22/20,2/22/21,2/22/22,2/22/23,2/23/20,2/23/21,2/23/22,2/23/23,2/24/20,2/24/21,2/24/22,2/24/23,2/25/20,2/25/21,2/25/22,2/25/23,2/26/20,2/26/21,2/26/22,2/26/23,2/27/20,2/27/21,2/27/22,2/27/23,2/28/20,2/28/21,2/28/22,2/28/23,2/29/20,2/3/20,2/3/21,2/3/22,2/3/23,2/4/20,2/4/21,2/4/22,2/4/23,2/5/20,2/5/21,2/5/22,2/5/23,2/6/20,2/6/21,2/6/22,2/6/23,2/7/20,2/7/21,2/7/22,2/7/23,2/8/20,2/8/21,2/8/22,2/8/23,2/9/20,2/9/21,2/9/22,2/9/23,3/1/20,3/1/21,3/1/22,3/1/23,3/10/20,3/10/21,3/10/22,3/11/20,3/11/21,3/11/22,3/12/20,3/12/21,3/12/22,3/13/20,3/13/21,3/13/22,3/14/20,3/14/21,3/14/22,3/15/20,3/15/21,3/15/22,3/16/20,3/16/21,3/16/22,3/17/20,3/17/21,3/17/22,3/18/20,3/18/21,3/18/22,3/19/20,3/19/21,3/19/22,3/2/20,3/2/21,3/2/22,3/2/23,3/20/20,3/20/21,3/20/22,3/21/20,3/21/21,3/21/22,3/22/20,3/22/21,3/22/22,3/23/20,3/23/21,3/23/22,3/24/20,3/24/21,3/24/22,3/25/20,3/25/21,3/25/22,3/26/20,3/26/21,3/26/22,3/27/20,3/27/21,3/27/22,3/28/20,3/28/21,3/28/22,3/29/20,3/29/21,3/29/22,3/3/20,3/3/21,3/3/22,3/3/23,3/30/20,3/30/21,3/30/22,3/31/20,3/31/21,3/31/22,3/4/20,3/4/21,3/4/22,3/4/23,3/5/20,3/5/21,3/5/22,3/5/23,3/6/20,3/6/21,3/6/22,3/6/23,3/7/20,3/7/21,3/7/22,3/7/23,3/8/20,3/8/21,3/8/22,3/8/23,3/9/20,3/9/21,3/9/22,3/9/23,4/1/20,4/1/21,4/1/22,4/10/20,4/10/21,4/10/22,4/11/20,4/11/21,4/11/22,4/12/20,4/12/21,4/12/22,4/13/20,4/13/21,4/13/22,4/14/20,4/14/21,4/14/22,4/15/20,4/15/21,4/15/22,4/16/20,4/16/21,4/16/22,4/17/20,4/17/21,4/17/22,4/18/20,4/18/21,4/18/22,4/19/20,4/19/21,4/19/22,4/2/20,4/2/21,4/2/22,4/20/20,4/20/21,4/20/22,4/21/20,4/21/21,4/21/22,4/22/20,4/22/21,4/22/22,4/23/20,4/23/21,4/23/22,4/24/20,4/24/21,4/24/22,4/25/20,4/25/21,4/25/22,4/26/20,4/26/21,4/26/22,4/27/20,4/27/21,4/27/22,4/28/20,4/28/21,4/28/22,4/29/20,4/29/21,4/29/22,4/3/20,4/3/21,4/3/22,4/30/20,4/30/21,4/30/22,4/4/20,4/4/21,4/4/22,4/5/20,4/5/21,4/5/22,4/6/20,4/6/21,4/6/22,4/7/20,4/7/21,4/7/22,4/8/20,4/8/21,4/8/22,4/9/20,4/9/21,4/9/22,5/1/20,5/1/21,5/1/22,5/10/20,5/10/21,5/10/22,5/11/20,5/11/21,5/11/22,5/12/20,5/12/21,5/12/22,5/13/20,5/13/21,5/13/22,5/14/20,5/14/21,5/14/22,5/15/20,5/15/21,5/15/22,5/16/20,5/16/21,5/16/22,5/17/20,5/17/21,5/17/22,5/18/20,5/18/21,5/18/22,5/19/20,5/19/21,5/19/22,5/2/20,5/2/21,5/2/22,5/20/20,5/20/21,5/20/22,5/21/20,5/21/21,5/21/22,5/22/20,5/22/21,5/22/22,5/23/20,5/23/21,5/23/22,5/24/20,5/24/21,5/24/22,5/25/20,5/25/21,5/25/22,5/26/20,5/26/21,5/26/22,5/27/20,5/27/21,5/27/22,5/28/20,5/28/21,5/28/22,5/29/20,5/29/21,5/29/22,5/3/20,5/3/21,5/3/22,5/30/20,5/30/21,5/30/22,5/31/20,5/31/21,5/31/22,5/4/20,5/4/21,5/4/22,5/5/20,5/5/21,5/5/22,5/6/20,5/6/21,5/6/22,5/7/20,5/7/21,5/7/22,5/8/20,5/8/21,5/8/22,5/9/20,5/9/21,5/9/22,6/1/20,6/1/21,6/1/22,6/10/20,6/10/21,6/10/22,6/11/20,6/11/21,6/11/22,6/12/20,6/12/21,6/12/22,6/13/20,6/13/21,6/13/22,6/14/20,6/14/21,6/14/22,6/15/20,6/15/21,6/15/22,6/16/20,6/16/21,6/16/22,6/17/20,6/17/21,6/17/22,6/18/20,6/18/21,6/18/22,6/19/20,6/19/21,6/19/22,6/2/20,6/2/21,6/2/22,6/20/20,6/20/21,6/20/22,6/21/20,6/21/21,6/21/22,6/22/20,6/22/21,6/22/22,6/23/20,6/23/21,6/23/22,6/24/20,6/24/21,6/24/22,6/25/20,6/25/21,6/25/22,6/26/20,6/26/21,6/26/22,6/27/20,6/27/21,6/27/22,6/28/20,6/28/21,6/28/22,6/29/20,6/29/21,6/29/22,6/3/20,6/3/21,6/3/22,6/30/20,6/30/21,6/30/22,6/4/20,6/4/21,6/4/22,6/5/20,6/5/21,6/5/22,6/6/20,6/6/21,6/6/22,6/7/20,6/7/21,6/7/22,6/8/20,6/8/21,6/8/22,6/9/20,6/9/21,6/9/22,7/1/20,7/1/21,7/1/22,7/10/20,7/10/21,7/10/22,7/11/20,7/11/21,7/11/22,7/12/20,7/12/21,7/12/22,7/13/20,7/13/21,7/13/22,7/14/20,7/14/21,7/14/22,7/15/20,7/15/21,7/15/22,7/16/20,7/16/21,7/16/22,7/17/20,7/17/21,7/17/22,7/18/20,7/18/21,7/18/22,7/19/20,7/19/21,7/19/22,7/2/20,7/2/21,7/2/22,7/20/20,7/20/21,7/20/22,7/21/20,7/21/21,7/21/22,7/22/20,7/22/21,7/22/22,7/23/20,7/23/21,7/23/22,7/24/20,7/24/21,7/24/22,7/25/20,7/25/21,7/25/22,7/26/20,7/26/21,7/26/22,7/27/20,7/27/21,7/27/22,7/28/20,7/28/21,7/28/22,7/29/20,7/29/21,7/29/22,7/3/20,7/3/21,7/3/22,7/30/20,7/30/21,7/30/22,7/31/20,7/31/21,7/31/22,7/4/20,7/4/21,7/4/22,7/5/20,7/5/21,7/5/22,7/6/20,7/6/21,7/6/22,7/7/20,7/7/21,7/7/22,7/8/20,7/8/21,7/8/22,7/9/20,7/9/21,7/9/22,8/1/20,8/1/21,8/1/22,8/10/20,8/10/21,8/10/22,8/11/20,8/11/21,8/11/22,8/12/20,8/12/21,8/12/22,8/13/20,8/13/21,8/13/22,8/14/20,8/14/21,8/14/22,8/15/20,8/15/21,8/15/22,8/16/20,8/16/21,8/16/22,8/17/20,8/17/21,8/17/22,8/18/20,8/18/21,8/18/22,8/19/20,8/19/21,8/19/22,8/2/20,8/2/21,8/2/22,8/20/20,8/20/21,8/20/22,8/21/20,8/21/21,8/21/22,8/22/20,8/22/21,8/22/22,8/23/20,8/23/21,8/23/22,8/24/20,8/24/21,8/24/22,8/25/20,8/25/21,8/25/22,8/26/20,8/26/21,8/26/22,8/27/20,8/27/21,8/27/22,8/28/20,8/28/21,8/28/22,8/29/20,8/29/21,8/29/22,8/3/20,8/3/21,8/3/22,8/30/20,8/30/21,8/30/22,8/31/20,8/31/21,8/31/22,8/4/20,8/4/21,8/4/22,8/5/20,8/5/21,8/5/22,8/6/20,8/6/21,8/6/22,8/7/20,8/7/21,8/7/22,8/8/20,8/8/21,8/8/22,8/9/20,8/9/21,8/9/22,9/1/20,9/1/21,9/1/22,9/10/20,9/10/21,9/10/22,9/11/20,9/11/21,9/11/22,9/12/20,9/12/21,9/12/22,9/13/20,9/13/21,9/13/22,9/14/20,9/14/21,9/14/22,9/15/20,9/15/21,9/15/22,9/16/20,9/16/21,9/16/22,9/17/20,9/17/21,9/17/22,9/18/20,9/18/21,9/18/22,9/19/20,9/19/21,9/19/22,9/2/20,9/2/21,9/2/22,9/20/20,9/20/21,9/20/22,9/21/20,9/21/21,9/21/22,9/22/20,9/22/21,9/22/22,9/23/20,9/23/21,9/23/22,9/24/20,9/24/21,9/24/22,9/25/20,9/25/21,9/25/22,9/26/20,9/26/21,9/26/22,9/27/20,9/27/21,9/27/22,9/28/20,9/28/21,9/28/22,9/29/20,9/29/21,9/29/22,9/3/20,9/3/21,9/3/22,9/30/20,9/30/21,9/30/22,9/4/20,9/4/21,9/4/22,9/5/20,9/5/21,9/5/22,9/6/20,9/6/21,9/6/22,9/7/20,9/7/21,9/7/22,9/8/20,9/8/21,9/8/22,9/9/20,9/9/21,9/9/22
confirmed_cases,20397401,55099969,100769543,22613201,61923784,101399167,22817703,62710005,101538785,23040119,63563873,101603765,23268794,64429169,101637080,23503718,65308319,101642365,23748054,65724621,101645683,23965036,66210719,101653200,24141201,66870965,101734455,24282485,68003833,101863085,24439499,68913678,101954273,20670025,55396212,100777853,24627167,69644560,101991792,24819194,70450301,101996920,1,25010550,70760261,102000208,1,25187889,71131181,102031261,2,25327684,72039933,102086995,2,25457657,72532192,102189303,5,25608950,73209293,102253419,5,25764115,73712581,102270340,5,25930830,74325227,102274935,6,26094129,74507900,102278427,20873238,56438999,100890152,6,26244538,74708911,102307558,8,26357109,75244223,102362900,21059971,57267809,101088268,21292113,57943588,101196118,21551828,58788193,101261306,21836891,59667187,101267161,22139751,60075862,101272871,22403255,60569276,101315882,7292563,43694434,96369724,7730093,44452408,96699681,7776973,44545260,96760525,7819928,44656257,96825225,7870524,44764574,96888844,7929695,44850758,96915918,7993557,44959510,96922004,8063867,45000900,96928820,8118717,45034091,96967772,8171011,45130721,97011435,8239748,45213351,97072134,7346110,43744230,96375608,8302319,45305584,97129565,8363744,45382916,97175689,8443960,45478815,97181178,8526092,45513146,97189814,8604191,45534117,97229198,8664568,45643590,97273000,8729038,45711256,97344540,8808015,45813723,97403880,8896403,45888281,97434321,8989082,45982999,97443447,7395490,43790469,96417095,9089581,46019338,97446879,9176353,46053369,97491846,7428860,43931033,96472453,7466807,44026591,96543831,7511828,44139340,96604796,7561295,44240448,96663130,7619508,44371009,96670971,7674839,44411389,96676610,9254491,46163209,97540814,10331958,46857087,97973635,10481517,46914763,97986819,10641054,47058884,97992088,10819815,47105077,97994731,10982695,47138979,98045142,11121209,47270036,98105019,11276946,47358017,98189764,11444298,47470423,98243862,11617714,47579006,98299460,11809681,47705277,98304478,9338429,46233302,97614852,12010766,47752533,98308425,12188370,47794062,98352945,12333605,47934958,98409266,12517891,48026680,98522698,12692859,48138252,98539023,12874110,48175309,98561352,12987021,48230002,98564651,13202223,48258469,98570599,13369712,48303592,98632925,13509385,48488745,98700385,9465331,46320017,97685695,13667916,48606350,98813400,9567400,46401249,97724406,9697432,46498339,97729710,9826559,46535633,97737841,9953781,46574625,97778514,10073149,46681955,97809969,10192674,46761953,97907293,13866747,48743353,98904029,15791626,49881752,99422565,16028528,49939494,99428962,16251284,49992891,99488642,16441926,50176145,99582454,16652287,50289495,99731156,16879508,50435110,99843780,17113651,50577301,99898835,17352825,50769810,99905916,17599265,50851492,99911987,17804290,50942411,99972811,14063763,48881266,98968415,17990459,51183574,100054789,18187884,51365848,100236957,18393674,51613702,100333145,18614461,51888091,100372381,18826056,52136359,100378903,18951580,52224674,100382117,19169548,52408195,100394549,19305731,52914266,100505484,19480364,53286726,100618828,19687206,53797747,100722818,14283186,49039264,98975552,19905955,54395695,100757296,20219881,54907738,100765248,14518320,49107072,98981119,14738243,49163634,99038945,14916374,49338553,99133959,15112615,49451022,99279412,15340114,49600401,99378688,15555849,49724336,99415297,8,26482921,75570659,102479408,12,27459810,77613484,102855101,13,27565962,77821654,102859510,13,27665521,77874448,102862879,14,27755869,77933644,102886005,14,27824059,78100844,102934224,14,27880163,78211227,103023231,14,27940001,78325034,103083910,15,28009006,78426302,103131898,16,28081256,78570189,103134605,16,28156130,78602347,103136077,8,26600311,75897756,102561083,16,28229711,78625889,103138119,16,28284964,78705534,103198669,16,28341020,78794717,103308832,16,28414850,78878763,103365511,17,28489831,78945291,103378408,18,28566891,79018933,103381157,19,28641814,79066775,103382763,19,28712644,79085308,103399827,19,28764300,79182072,103443455,26,11,26724686,76171380,102599955,11,26849339,76526119,102604151,11,26979746,76614539,102607114,12,27096026,76699561,102631614,12,27185195,77042151,102677253,12,27268357,77255967,102760926,12,27364115,77443119,102842908,39,28814422,79228526,103533872,797,29336396,79581803,1156,29398151,79630563,1596,29460425,79641081,2222,29516683,79652389,2952,29555249,79686659,3234,29606786,79710172,4667,29661865,79761407,6450,29721744,79813432,9156,29783947,79845064,13663,29844857,79856186,57,28873099,79281550,103589757,20064,29903124,79867851,26056,29938536,79908896,34944,29986973,79930125,46096,30039699,79970024,56714,30127524,80012075,68841,30194913,80056490,86662,30271057,80066185,105253,30334849,80078221,127417,30381221,80115933,143544,30447864,80138992,79,28940167,79330037,103648690,165698,30510086,80177109,192079,30579488,80221659,113,29008608,79388536,103650837,184,29075790,79403803,103646975,247,29136553,79416427,103655539,417,29178097,79469905,103690910,538,29222845,79499241,103755771,630,29278676,79536136,103802702,227543,30656333,80252822,516396,31274551,80518648,545313,31321882,80556762,571551,31385084,80591984,598789,31465797,80642046,627306,31540759,80695905,653345,31614987,80730374,682962,31697735,80743193,716152,31753119,80751116,743464,31796942,80810667,768888,31856777,80849167,259798,30730197,80264902,799149,31919206,80916941,825478,31983896,80977423,855445,32050109,81065998,887523,32112759,81086701,919014,32167066,81100684,949640,32201474,81168488,975537,32244762,81213378,1000230,32296819,81303190,1024834,32352653,81380164,1051643,32410332,81441418,292201,30794706,80269916,1081150,32468058,81466515,323965,30832573,80308034,353117,30900797,80333004,385110,30964192,80372934,415256,31039931,80422607,446500,31119775,80495785,481981,31204187,80508841,1115972,32516229,81483878,1337061,32865356,82192395,1356283,32900636,82353418,1379661,32936597,82458758,1399662,32974480,82546019,1425539,33016062,82564507,1449938,33046543,82597636,1473806,33064175,82774560,1492449,33089706,82859886,1514833,33118724,83063720,1535591,33147768,83199269,1142619,32546825,81577751,1558430,33177773,83348050,1583542,33206438,83376204,1607464,33227355,83397052,1627392,33241143,83538581,1647513,33263301,83622443,1666699,33287107,83833181,1685395,33311458,83968711,1704200,33338004,84076542,1725329,33359920,84090814,1750066,33372894,84097941,1166189,32592225,81627417,1772783,33380100,84160453,1791547,33386450,84327623,1190240,32634952,81739767,1214321,32680747,81827980,1238694,32726692,81957032,1266904,32774857,81986083,1294111,32809821,81992696,1318358,32832560,82121875,1809384,33407543,84556346,1999224,33540372,85563335,2021527,33564876,85598730,2047082,33573697,85616604,2071218,33578726,85768172,2090171,33590631,85858349,2111266,33601274,86043237,2135894,33613028,86173269,2162973,33624550,86312081,2191211,33645536,86329874,2222207,33654425,86348026,1829340,33424134,84678666,2254073,33659354,86444069,2279932,33670082,86555254,2309921,33680852,86740614,2348750,33693342,86879321,2385029,33707537,86996527,2424386,33732046,87037642,2473472,33741091,87060105,2514305,33745753,87220041,2557223,33759518,87317851,2598741,33767049,87507744,1848388,33442103,84835652,2648797,33782328,87675497,1876099,33459616,84863797,1902280,33474773,84880180,1922433,33480669,85040000,1940242,33494855,85126635,1957154,33507654,85325235,1977478,33525855,85457174,2698127,33797254,87832335,3194747,33966179,88610685,3255188,33977947,88811559,3315408,34007608,88959760,3375033,34034113,89164076,3440790,34065233,89339527,3507089,34097165,89492720,3577863,34175196,89532172,3644285,34189267,89562008,3708610,34209651,89726854,3767603,34258864,89844049,2753211,33826850,87852914,3828459,34298789,90060452,3896754,34346643,90236212,3964204,34403070,90367616,4031971,34523851,90394217,4106920,34553246,90417708,4170675,34581900,90607567,4226306,34660438,90739662,4286303,34725589,90979439,4350867,34799159,91156816,4414919,34871515,91316052,2804869,33832136,87861573,4484123,35062671,91332279,4548498,35107407,91345500,2850893,33836407,87938030,2904843,33845572,88079445,2948475,33868140,88279848,3005888,33888279,88418909,3066392,33909163,88556616,3126225,33956137,88585917,4605922,35152821,91515311,5100509,36198715,92579399,5157385,36353209,92742377,5212607,36497055,92839032,5264053,36723767,92922848,5334125,36798003,92932669,5386450,36845902,93055367,5421027,37039224,93147144,5459024,37190454,93284016,5503999,37357714,93433144,5549914,37513090,93510693,4652811,35260295,91606246,5595049,37752093,93521907,5642949,37845682,93531782,5688220,37891098,93660731,5720123,38097264,93760016,5754214,38252487,93911704,5796776,38431642,94051364,5838968,38615433,94172441,5889405,38853779,94184363,5935725,38933864,94192955,5978796,38987094,94299131,4694707,35358374,91806645,6012964,39215012,94374765,6046490,39395093,94528939,4756328,35460779,91993968,4810465,35570383,92100085,4870501,35822342,92115225,4930942,35886269,92127962,4994709,35922003,92283156,5048872,36080394,92382916,6088459,39585480,94659168,6420041,41038030,95231015,6464866,41128605,95240059,6510481,41178225,95309449,6550789,41385908,95389122,6583690,41531517,95492323,6621129,41704730,95575960,6659478,41863382,95632196,6704919,42074012,95640767,6755146,42150325,95646258,6800801,42196356,95701949,6128577,39764660,94723808,6842406,42365737,95771211,6874666,42487616,95869575,6912974,42619247,95950646,6954204,42748323,96033930,7003201,42922892,96043688,7050827,42984807,96050433,7094717,43040464,96095985,7128424,43194365,96157033,7164995,43307575,96243578,7207285,43429455,96328114,6173788,39999775,94735296,7246201,43539602,96361678,6222447,40087145,94742779,6265685,40151888,94776454,6294763,40241925,94888901,6319465,40452009,95012873,6346568,40629633,95120095,6380419,40796340,95220855
